image_id,difficulty,metodo,campo,valor_predito,valor_esperado,acerto_exato,cer,acuracia_caractere,falha_execucao,tempo_ms
medium_00,medium,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,644.0
medium_00,medium,easyocr,grau_ip,,IP66,False,1.0,0.0,False,644.0
medium_00,medium,easyocr,data_fab,,10/2023,False,1.0,0.0,False,644.0
medium_00,medium,easyocr,cod_equipamento,,EQ-2023-9479,False,1.0,0.0,False,644.0
medium_00,medium,tesseract,fabricante,,Grundfos,False,1.0,0.0,False,3675.4
medium_00,medium,tesseract,modelo,,ALTIVAR 31,False,1.0,0.0,False,3675.4
medium_00,medium,tesseract,tensao,,380/660 V,False,1.0,0.0,False,3675.4
medium_00,medium,tesseract,corrente,,12.8/7.4 A,False,1.0,0.0,False,3675.4
medium_00,medium,tesseract,potencia,,2.2 kW,False,1.0,0.0,False,3675.4
medium_00,medium,tesseract,grau_ip,,IP66,False,1.0,0.0,False,3675.4
medium_00,medium,tesseract,cod_equipamento,,EQ-2023-9479,False,1.0,0.0,False,3675.4
medium_01,medium,easyocr,fabricante,,WEG Equipamentos,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,modelo,,M2BAX 132,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,num_serie,,SN-2019-92719,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,tensao,,220/380 V,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,corrente,,45.2/26.1 A,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,potencia,,11 kW,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,grau_ip,,IP65,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,data_fab,,04/2019,False,1.0,0.0,False,675.7
medium_01,medium,easyocr,cod_equipamento,,EQ-2019-2160,False,1.0,0.0,False,675.7
medium_01,medium,tesseract,tensao,,220/380 V,False,1.0,0.0,False,3007.6
medium_01,medium,tesseract,corrente,,45.2/26.1 A,False,1.0,0.0,False,3007.6
medium_01,medium,tesseract,potencia,,11 kW,False,1.0,0.0,False,3007.6
medium_01,medium,tesseract,grau_ip,,IP65,False,1.0,0.0,False,3007.6
medium_01,medium,tesseract,cod_equipamento,,EQ-2019-2160,False,1.0,0.0,False,3007.6
medium_02,medium,easyocr,fabricante,,Grundfos,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,modelo,,ALTIVAR 31,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,num_serie,SN-2022-27263,SN-2022-22363,False,0.15384615384615385,0.8461538461538461,False,1150.2
medium_02,medium,easyocr,tensao,,220/380 V,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,corrente,,68.0/39.3 A,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,potencia,,4 kW,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,grau_ip,,IP66,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,data_fab,,08/2022,False,1.0,0.0,False,1150.2
medium_02,medium,easyocr,cod_equipamento,EQ-2022-8851,EQ-2022-8651,False,0.08333333333333333,0.9166666666666666,False,1150.2
medium_02,medium,tesseract,grau_ip,,IP66,False,1.0,0.0,False,2824.3
medium_03,medium,easyocr,fabricante,,Parker Hannifin,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,modelo,,FC102-22kW,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,num_serie,,SN-2013-28373,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,tensao,,127/220 V,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,corrente,,45.2/26.1 A,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,potencia,,37 kW,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,grau_ip,,IP55,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,data_fab,,04/2013,False,1.0,0.0,False,725.8
medium_03,medium,easyocr,cod_equipamento,,EQ-2013-2235,False,1.0,0.0,False,725.8
medium_03,medium,tesseract,modelo,,FC102-22kW,False,1.0,0.0,False,3170.2
medium_03,medium,tesseract,tensao,,127/220 V,False,1.0,0.0,False,3170.2
medium_03,medium,tesseract,corrente,,45.2/26.1 A,False,1.0,0.0,False,3170.2
medium_03,medium,tesseract,potencia,,37 kW,False,1.0,0.0,False,3170.2
medium_03,medium,tesseract,grau_ip,,IP55,False,1.0,0.0,False,3170.2
medium_03,medium,tesseract,cod_equipamento,,EQ-2013-2235,False,1.0,0.0,False,3170.2
medium_04,medium,easyocr,tensao,,220/380 V,False,1.0,0.0,False,1670.1
medium_04,medium,easyocr,corrente,,45.2/26.1 A,False,1.0,0.0,False,1670.1
medium_04,medium,easyocr,potencia,2 kW,2.2 kW,False,0.3333333333333333,0.6666666666666667,False,1670.1
medium_04,medium,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,1670.1
medium_04,medium,easyocr,grau_ip,,IP66,False,1.0,0.0,False,1670.1
medium_04,medium,easyocr,data_fab,,08/2016,False,1.0,0.0,False,1670.1
medium_04,medium,easyocr,cod_equipamento,,EQ-2016-5345,False,1.0,0.0,False,1670.1
medium_04,medium,tesseract,modelo,,ALTIVAR 31,False,1.0,0.0,False,4070.4
medium_04,medium,tesseract,tensao,,220/380 V,False,1.0,0.0,False,4070.4
medium_04,medium,tesseract,potencia,,2.2 kW,False,1.0,0.0,False,4070.4
medium_04,medium,tesseract,grau_ip,,IP66,False,1.0,0.0,False,4070.4
medium_04,medium,tesseract,cod_equipamento,,EQ-2016-5345,False,1.0,0.0,False,4070.4
medium_05,medium,easyocr,fabricante,,Parker Hannifin,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,modelo,,W22 160M,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,num_serie,,SN-2010-51104,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,tensao,,220/380 V,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,corrente,,28.4/16.4 A,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,potencia,,55 kW,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,grau_ip,,IP54,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,data_fab,,10/2010,False,1.0,0.0,False,4206.2
medium_05,medium,easyocr,cod_equipamento,,EQ-2010-9320,False,1.0,0.0,False,4206.2
medium_05,medium,tesseract,num_serie,,SN-2010-51104,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,tensao,,220/380 V,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,corrente,,28.4/16.4 A,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,potencia,,55 kW,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,frequencia,,50 Hz,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,grau_ip,,IP54,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,data_fab,,10/2010,False,1.0,0.0,False,3256.8
medium_05,medium,tesseract,cod_equipamento,,EQ-2010-9320,False,1.0,0.0,False,3256.8
medium_06,medium,easyocr,fabricante,,Schneider Electric,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,modelo,,INDRAMAT,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,num_serie,,SN-2011-87924,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,tensao,,220/380 V,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,corrente,,9.2/5.3 A,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,potencia,,11 kW,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,grau_ip,,IP44,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,data_fab,,10/2011,False,1.0,0.0,False,785.0
medium_06,medium,easyocr,cod_equipamento,,EQ-2011-9565,False,1.0,0.0,False,785.0
medium_06,medium,tesseract,fabricante,,Schneider Electric,False,1.0,0.0,False,2743.9
medium_06,medium,tesseract,num_serie,,SN-2011-87924,False,1.0,0.0,False,2743.9
medium_06,medium,tesseract,tensao,,220/380 V,False,1.0,0.0,False,2743.9
medium_06,medium,tesseract,corrente,,9.2/5.3 A,False,1.0,0.0,False,2743.9
medium_06,medium,tesseract,potencia,87924 kW,11 kW,False,1.0,0.0,False,2743.9
medium_06,medium,tesseract,frequencia,,60 Hz,False,1.0,0.0,False,2743.9
medium_06,medium,tesseract,grau_ip,,IP44,False,1.0,0.0,False,2743.9
medium_07,medium,easyocr,fabricante,WEG Equipamentos,Weg Motores,False,0.9090909090909091,0.09090909090909094,False,675.9
medium_07,medium,easyocr,modelo,M2BAX 132,FC102-22kW,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,num_serie,,SN-2020-51441,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,tensao,,220/380 V,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,corrente,,28.4/16.4 A,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,potencia,,55 kW,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,grau_ip,,IP54,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,data_fab,,11/2020,False,1.0,0.0,False,675.9
medium_07,medium,easyocr,cod_equipamento,,EQ-2020-9808,False,1.0,0.0,False,675.9
medium_07,medium,tesseract,num_serie,,SN-2020-51441,False,1.0,0.0,False,3120.1
medium_07,medium,tesseract,tensao,,220/380 V,False,1.0,0.0,False,3120.1
medium_07,medium,tesseract,corrente,,28.4/16.4 A,False,1.0,0.0,False,3120.1
medium_07,medium,tesseract,potencia,22 kW,55 kW,False,0.4,0.6,False,3120.1
medium_07,medium,tesseract,frequencia,,50 Hz,False,1.0,0.0,False,3120.1
medium_07,medium,tesseract,grau_ip,,IP54,False,1.0,0.0,False,3120.1
medium_07,medium,tesseract,data_fab,,11/2020,False,1.0,0.0,False,3120.1
medium_08,medium,easyocr,fabricante,,Danfoss Brasil,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,modelo,,VPL-B0752F,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,num_serie,,SN-2014-49651,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,tensao,,208/360 V,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,corrente,,9.2/5.3 A,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,potencia,,7.5 kW,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,grau_ip,,IP54,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,data_fab,,03/2014,False,1.0,0.0,False,819.3
medium_08,medium,easyocr,cod_equipamento,,EQ-2014-3200,False,1.0,0.0,False,819.3
medium_08,medium,tesseract,fabricante,,Danfoss Brasil,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,modelo,,VPL-B0752F,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,tensao,,208/360 V,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,corrente,,9.2/5.3 A,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,potencia,,7.5 kW,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,frequencia,,60 Hz,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,grau_ip,,IP54,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,data_fab,,03/2014,False,1.0,0.0,False,2785.8
medium_08,medium,tesseract,cod_equipamento,,EQ-2014-3200,False,1.0,0.0,False,2785.8
medium_09,medium,easyocr,fabricante,,Schneider Electric,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,num_serie,,SN-2021-76244,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,tensao,,127/220 V,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,corrente,,12.8/7.4 A,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,potencia,,7.5 kW,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,grau_ip,,IP66,False,1.0,0.0,False,1200.3
medium_09,medium,easyocr,data_fab,,06/2021,False,1.0,0.0,False,1200.3
medium_09,medium,tesseract,tensao,,127/220 V,False,1.0,0.0,False,2258.0
medium_09,medium,tesseract,corrente,,12.8/7.4 A,False,1.0,0.0,False,2258.0
medium_09,medium,tesseract,potencia,,7.5 kW,False,1.0,0.0,False,2258.0
medium_09,medium,tesseract,grau_ip,,IP66,False,1.0,0.0,False,2258.0
medium_09,medium,tesseract,cod_equipamento,,EQ-2021-5533,False,1.0,0.0,False,2258.0
hard_00,hard,claude_vision,num_serie,,SN-2018-29536,False,1.0,0.0,False,
hard_00,hard,claude_vision,corrente,,28.4/16.4 A,False,1.0,0.0,False,
hard_00,hard,easyocr,fabricante,,ABB Ltda,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,modelo,,M2BAX 132,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,num_serie,,SN-2018-29536,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,tensao,,208/360 V,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,corrente,,28.4/16.4 A,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,potencia,,4 kW,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,grau_ip,,IP66,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,data_fab,,01/2018,False,1.0,0.0,False,610.7
hard_00,hard,easyocr,cod_equipamento,,EQ-2018-3088,False,1.0,0.0,False,610.7
hard_00,hard,tesseract,fabricante,,ABB Ltda,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,modelo,,M2BAX 132,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,num_serie,,SN-2018-29536,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,tensao,,208/360 V,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,corrente,,28.4/16.4 A,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,potencia,,4 kW,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,frequencia,,50 Hz,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,grau_ip,,IP66,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,data_fab,,01/2018,False,1.0,0.0,False,3157.5
hard_00,hard,tesseract,cod_equipamento,,EQ-2018-3088,False,1.0,0.0,False,3157.5
hard_01,hard,claude_vision,num_serie,,SN-2023-39831,False,1.0,0.0,False,
hard_01,hard,claude_vision,frequencia,,60 Hz,False,1.0,0.0,False,
hard_01,hard,claude_vision,data_fab,,08/2023,False,1.0,0.0,False,
hard_01,hard,claude_vision,cod_equipamento,,EQ-2023-5564,False,1.0,0.0,False,
hard_01,hard,easyocr,fabricante,,Voith Turbo,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,modelo,,IE3 200L,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,num_serie,,SN-2023-39831,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,tensao,,380/660 V,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,corrente,,28.4/16.4 A,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,potencia,,22 kW,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,grau_ip,,IP65,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,data_fab,,08/2023,False,1.0,0.0,False,613.5
hard_01,hard,easyocr,cod_equipamento,,EQ-2023-5564,False,1.0,0.0,False,613.5
hard_01,hard,tesseract,fabricante,,Voith Turbo,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,modelo,,IE3 200L,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,num_serie,,SN-2023-39831,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,tensao,,380/660 V,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,corrente,,28.4/16.4 A,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,potencia,,22 kW,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,frequencia,,60 Hz,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,grau_ip,,IP65,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,data_fab,,08/2023,False,1.0,0.0,False,2636.0
hard_01,hard,tesseract,cod_equipamento,,EQ-2023-5564,False,1.0,0.0,False,2636.0
hard_02,hard,claude_vision,modelo,,WG20 3F,False,1.0,0.0,False,
hard_02,hard,claude_vision,num_serie,,SN-2020-66531,False,1.0,0.0,False,
hard_02,hard,claude_vision,corrente,,12.8/7.4 A,False,1.0,0.0,False,
hard_02,hard,claude_vision,potencia,,4 kW,False,1.0,0.0,False,
hard_02,hard,claude_vision,data_fab,,12/2020,False,1.0,0.0,False,
hard_02,hard,easyocr,fabricante,,Schneider Electric,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,modelo,,WG20 3F,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,num_serie,,SN-2020-66531,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,tensao,,220/380 V,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,corrente,,12.8/7.4 A,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,potencia,,4 kW,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,grau_ip,,IP65,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,data_fab,,12/2020,False,1.0,0.0,False,725.6
hard_02,hard,easyocr,cod_equipamento,,EQ-2020-9308,False,1.0,0.0,False,725.6
hard_02,hard,tesseract,fabricante,,Schneider Electric,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,modelo,,WG20 3F,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,num_serie,,SN-2020-66531,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,tensao,,220/380 V,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,corrente,,12.8/7.4 A,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,potencia,,4 kW,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,frequencia,,50 Hz,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,grau_ip,,IP65,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,data_fab,,12/2020,False,1.0,0.0,False,2855.9
hard_02,hard,tesseract,cod_equipamento,,EQ-2020-9308,False,1.0,0.0,False,2855.9
hard_03,hard,claude_vision,modelo,,M2BAX 132,False,1.0,0.0,False,
hard_03,hard,claude_vision,num_serie,,SN-2022-47196,False,1.0,0.0,False,
hard_03,hard,claude_vision,tensao,,208/360 V,False,1.0,0.0,False,
hard_03,hard,claude_vision,corrente,,9.2/5.3 A,False,1.0,0.0,False,
hard_03,hard,claude_vision,potencia,,4 kW,False,1.0,0.0,False,
hard_03,hard,claude_vision,frequencia,,50 Hz,False,1.0,0.0,False,
hard_03,hard,claude_vision,grau_ip,,IP55,False,1.0,0.0,False,
hard_03,hard,claude_vision,data_fab,,12/2022,False,1.0,0.0,False,
hard_03,hard,claude_vision,cod_equipamento,,EQ-2022-6085,False,1.0,0.0,False,
hard_03,hard,easyocr,fabricante,,Siemens SA,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,modelo,,M2BAX 132,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,num_serie,,SN-2022-47196,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,tensao,,208/360 V,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,corrente,,9.2/5.3 A,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,potencia,,4 kW,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,frequencia,,50 Hz,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,grau_ip,,IP55,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,data_fab,,12/2022,False,1.0,0.0,False,614.8
hard_03,hard,easyocr,cod_equipamento,,EQ-2022-6085,False,1.0,0.0,False,614.8
hard_03,hard,tesseract,fabricante,,Siemens SA,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,modelo,,M2BAX 132,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,num_serie,,SN-2022-47196,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,tensao,,208/360 V,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,corrente,,9.2/5.3 A,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,potencia,,4 kW,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,frequencia,,50 Hz,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,grau_ip,,IP55,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,data_fab,,12/2022,False,1.0,0.0,False,3944.1
hard_03,hard,tesseract,cod_equipamento,,EQ-2022-6085,False,1.0,0.0,False,3944.1
hard_04,hard,claude_vision,modelo,,VPL-B0752F,False,1.0,0.0,False,
hard_04,hard,claude_vision,num_serie,,SN-2012-88047,False,1.0,0.0,False,
hard_04,hard,claude_vision,tensao,,440/760 V,False,1.0,0.0,False,
hard_04,hard,claude_vision,corrente,,68.0/39.3 A,False,1.0,0.0,False,
hard_04,hard,claude_vision,frequencia,,60 Hz,False,1.0,0.0,False,
hard_04,hard,claude_vision,grau_ip,,IP55,False,1.0,0.0,False,
hard_04,hard,claude_vision,data_fab,,08/2012,False,1.0,0.0,False,
hard_04,hard,claude_vision,cod_equipamento,,EQ-2012-8777,False,1.0,0.0,False,
hard_04,hard,easyocr,fabricante,,Parker Hannifin,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,modelo,,VPL-B0752F,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,num_serie,,SN-2012-88047,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,tensao,,440/760 V,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,corrente,,68.0/39.3 A,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,potencia,,2.2 kW,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,frequencia,,60 Hz,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,grau_ip,,IP55,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,data_fab,,08/2012,False,1.0,0.0,False,613.9
hard_04,hard,easyocr,cod_equipamento,,EQ-2012-8777,False,1.0,0.0,False,613.9
hard_04,hard,tesseract,fabricante,,Parker Hannifin,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,modelo,,VPL-B0752F,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,num_serie,,SN-2012-88047,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,tensao,,440/760 V,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,corrente,,68.0/39.3 A,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,potencia,,2.2 kW,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,frequencia,,60 Hz,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,grau_ip,,IP55,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,data_fab,,08/2012,False,1.0,0.0,False,2774.4
hard_04,hard,tesseract,cod_equipamento,,EQ-2012-8777,False,1.0,0.0,False,2774.4
hard_05,hard,claude_vision,fabricante,,Siemens SA,False,1.0,0.0,False,
hard_05,hard,claude_vision,modelo,,ALTIVAR 31,False,1.0,0.0,False,
